,Area,Chart,Message,Authority,Date,StartDate,EndDate,BroadcastingDate,GeometryType,Coordinates,lon_centroid,lat_centroid
35739,SCOTIA SEA.,NO CHART,"ANTARCTICA. DNC 01, DNC 29. 1. ICEBERGS REPORTED ON 23 AUG IN:    A. B15T 58-04S 030-10W    B. B09F 61-49S 054-27W    C. A57A 62-30S 056-00W 2. CANCEL HYDROLANT 2690/18. 3. CANCEL THIS MSG 241548Z AUG 18.//",NAVAREA VI,2018-08-23 00:00:00,2018-08-24,2018-08-24,2018-08-24,Point,"[(-30.166667, -58.066666, 0.0)]",-30.166667,-58.066666
22766,EASTERN CARIBBEAN SEA./VENEZUELA.,24430.,CABO DE LA ISLA LIGHT 11-10.5N 063-53.0W UNLIT.//,VENEZUELA,2017-06-27 00:00:00,2018-07-25,2018-07-25,2018-07-25,Point,"[(-63.883334, 11.175, 0.0)]",-63.883334,11.175
26042,EASTERN CARIBBEAN SEA./MARTINIQUE./DNC 14.,NO CHART,"RED FLARE SIGHTED IN 14-25.3N 061-30.2W AT 300008Z JUL. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE. REPORTS TO MRCC FORT DE FRANCE, INMARSAT-C: 422799024, TELEX: 42912008, PHONE: 5965 9670 9292, FAX: 5965 9663 2450, E-MAIL: ANTILLES@MRCCFR.EU.//",MRCC FORT DE FRANCE,2018-07-31 00:00:00,2018-08-01,2018-08-01,2018-08-01,Point,"[(-61.503334, 14.421667, 0.0)]",-61.503334,14.421667
17366,EASTERN CARIBBEAN SEA.,NO CHART,"ST. KITTS AND NEVIS. DNC 14. 18 METER F/V SANK IN 16-49.41N 063-04.31W AT 121420Z JUL. TWO PERSONS MISSING. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE. REPORTS TO MRCC FORT DE FRANCE, INMARSAT-C: 422799024, TELEX: 42912008, PHONE: 5965 9670 9292, FAX: 5965 9663 2450,  E-MAIL: ANTILLES@MRCCFR.EU.//",MRCC FORT DE FRANCE,2018-07-12 00:00:00,2018-07-16,2018-07-16,2018-07-16,Point,"[(-63.071834, 16.8235, 0.0)]",-63.071834,16.8235
4652,PERSIAN GULF./QATAR./DNC 10.,NO CHART,"1. UNDERWATER OPERATIONS IN PROGRESS UNTIL 30 JUN 18    BY M/V NAUTICAL GEO IN AREA BOUND BY    26-37.73N  052-07.02E, 26-36.68N  052-08.30E,    26-27.56N  052-08.35E, 26-27.47N  052-06.16E,    26-21.83N  052-06.10E, 26-21.85N  052-04.57E,    26-17.63N  052-04.46E, 26-15.77N  051-58.39E,    26-15.87N  051-49.52E, 26-17.92N  051-49.53E,    26-17.90N  051-44.63E, 26-31.26N  051-44.63E,    26-31.28N  051-43.97E, 26-31.91N  051-44.00E,    26-31.87N  051-40.42E, 26-40.83N  051-40.60E,    26-40.23N  051-45.23E, 26-48.35N  051-48.81E,    26-48.40N  051-50.00E, 26-49.40N  051-50.29E,    26-50.33N  051-51.65E.     WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 01 JUL 18.//",NAVAREA IX,2017-12-21 00:00:00,2018-06-19,2018-07-01,2018-06-19,GeometryCollection,"[(52.117, 26.628834, 0.0), (52.138334, 26.611334, 0.0), (52.139167, 26.459334, 0.0), (52.102667, 26.457834, 0.0), (52.101667, 26.363834, 0.0), (52.076167, 26.364167, 0.0), (52.074334, 26.293834, 0.0), (51.973167, 26.262834, 0.0), (51.825334, 26.2645, 0.0), (51.8255, 26.298667, 0.0), (51.743834, 26.298334, 0.0), (51.743834, 26.521, 0.0), (51.732834, 26.521334, 0.0), (51.733334, 26.531834, 0.0), (51.673667, 26.531167, 0.0), (51.676667, 26.6805, 0.0), (51.753834, 26.6705, 0.0), (51.8135, 26.805834, 0.0), (51.833334, 26.806667, 0.0), (51.838167, 26.823334, 0.0), (51.860834, 26.838834, 0.0), (52.117, 26.628834, 0.0), (52.117, 26.628834, 0.0), (51.906417, 26.550834, 0.0)]",51.91114911880723,26.531910651583036
40045,"CANADA./DNC 27, DNC 28.",NO CHART,"1. RADIOFACSIMILE FREQUENCIES 3253 KHZ, 4292 KHZ,     7710 KHZ AND 8456 KHZ DISCONTINUED AT MCTS    IQALUIT:    A. CENTER (63-43.8N 068-32.7W).    B. REMOTE STATION RESOLUTE (74-45.0N 094-58.0W).    C. REMOTE STATION INUVIK (68-19.0N 133-35.0W). 2. CANCEL HYDROARC 111/18.//",NAVAREA XVIII UPDATE,2018-06-08 00:00:00,2018-09-04,2018-09-04,2018-09-04,Point,"[(-133.583334, 68.316667, 0.0)]",-133.583334,68.316667
30907,EAST SIBERIAN SEA. /RUSSIA. /DNC 27. ,41000.,DEPTHS REPORTED: A. 3.6 METERS IN 69-38-56N 162-12-52E. B. 3.9 METERS IN 69-38-59N 162-12-41E. C. 3.4 METERS IN 69-38-50N 162-12-37E. D. 3.4 METERS IN 69-38-57N 162-12-26E. E. 3.2 METERS IN 69-38-57N 162-12-02E. F. 2.6 METERS IN 69-38-54N 162-11-37E.//,RUSSIA COASTAL WARNING EAST,2018-07-06 00:00:00,2018-08-14,2018-08-14,2018-08-14,Point,"[(162.210278, 69.647222, 0.0)]",162.210278,69.647222
12712,WESTERN NORTH ATLANTIC./GUYANA.,24380.,DANGEROUS WRECKS IN: A. 06-48.485N 058-10.472W. B. 06-49.680N 058-09.915W. C. 06-52.994N 058-07.505W. WIDE BERTH REQUESTED.//,GUYANA,2018-04-26 00:00:00,2018-07-05,2018-07-05,2018-07-05,Point,"[(-58.16525, 6.828, 0.0)]",-58.16525,6.828
37870,NORTH SEA./ENGLAND./DNC 20.,37059.,1. DANGEROUS WRECK IN 53-57.6N 000-01.0W. 2. CANCEL HYDROLANT 630/18.//,WZ,2018-04-05 00:00:00,2018-08-29,2018-08-29,2018-08-29,Point,"[(-0.016667, 53.96, 0.0)]",-0.016667,53.96
52408,WESTERN NORTH PACIFIC./EAST CHINA SEA.,NO CHART,"JAPAN. DNC 12, DNC 23. DISTRESS SIGNALS RECEIVED ON 406 MHZ 182138Z SEP IN: A. 26-33-14N 127-55-15E. B. 21-17-27N 151-52-48E. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE. REPORTS TO  JAPAN COAST GUARD, PHONE: 814 5663 4999.//",JAPAN COAST GUARD,2018-09-18 00:00:00,2018-10-03,2018-10-03,2018-10-03,Point,"[(151.88, 21.290834, 0.0)]",151.88,21.290834
36967,ARCTIC. /BEAUFORT SEA. ,15945,"SCIENTIFIC MOORINGS, TOP FLOAT 29 METERS, ESTABLISHED IN: A. 70-03.51N 133-42.84W. B. 70-03.51N 133-43.03W.//",NAVAREA XVII,No date listed,2018-08-28,2018-08-28,2018-08-28,Point,"[(-133.714, 70.0585, 0.0)]",-133.714,70.0585
24299,WESTERN NORTH ATLANTIC,NO CHART,".SURINAME. 1. SURVEY OPERATIONS 11 JUL THRU 15 SEP BY     M/V LADY LEE, M/V MARIA JOSE ll AND     M/V GEOEXPLORER IN:    A.06-09.63N 055-16.11W.        B.06-10.43N 055-06.97W.        C.06-09.52N 055-27.09W.        D.06-13.31N 055-54.27W.        E.06-08.35N 056-00.85W.        F.06-10.54N 055-45.61W.        G.06-07.94N 055-39.34W.    H.05-58.89N 056-07.31W.    I.06-13.54N 056-09.46W.    J.06-09.65N 056-53.11W.    K.06-08.42N 057-01.95W.    L.06-10.60N 056-00.85W.    M.06-09.90N 055-02.14W.    N.06-13.74N 055-11.06W.    O.06-05.99N 056-40.09W.    THREE MILE BERTH REQUESTED. 2. CANCEL THIS MSG 16 SEP 18.//",SURINAME,2018-07-06 00:00:00,2018-07-11,2018-09-16,2018-07-27,Point,"[(-57.0325, 6.140334, 0.0)]",-57.0325,6.140334
6145,GULF OF THAILAND./THAILAND./DNC 03.,93260,1. RAYONG LIGHT 12-39.4N 101-16.6E TEMPORARILY     CHANGED 21 MAY THRU 31 AUG TO: FL 10 SEC. 2. CANCEL THIS MSG 01 SEP 18.//,NAVAREA XI,2018-05-18 00:00:00,2018-05-21,2018-09-01,2018-06-21,Point,"[(101.276667, 12.656667, 0.0)]",101.276667,12.656667
32379,ARCTIC./CHUKCHI SEA.,16003.,DNC 27. SCIENTIFIC MOORING ESTABLISHED VICINITY 72-36.91N 158-42.13W.//,NAVAREA XVII,No date listed,2018-08-16,2018-08-16,2018-08-16,Point,"[(-158.702167, 72.615167, 0.0)]",-158.702167,72.615167
15866,EASTERN MEDITERRANEAN SEA.,NO CHART,"LIBYA. DNC 09. VESSEL, 150 PERSONS ON BOARD, REQUESTING ASSISTANCE IN 33-08N 014-11E. VESSELS IN  VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE. REPORTS TO RCC LIBYA PHONE: 21 82 1444 6799,  FAX: 21 82 1360 6868 EMAIL: SAR@ANS.CAA.GOV.LY OR  LIBYAN NAVY COAST GUARD, PHONE: 21 82 1444 9488, 21 89 2517 9382 FAX: 21 82 1360 6868 E-MAIL: LIBYAN.NAVAL.COMMS.CENTRE@GMAIL.COM OR RCC MALTA, PHONE: 356 2124 9784, FAX: 35 62 1809 860 E-MAIL: RCCMALTA@GOV.MT OR MRCC TUNIS, PHONE: 216 7156 0244, FAX: 216 7156 1804. E-MAIL: TUNISIANNAVY@DEFENCE.TN OR MRCC ROME, PHONE: 3906 5908 4527, 3906 5908 4409, FAX: 390 6592 2737, 3906 5908 4793, E-MAIL: ITMRCC@MIT.GOV.IT.//",MRCC ROME,2018-06-24 00:00:00,2018-07-12,2018-07-12,2018-07-12,Point,"[(14.183334, 33.133334, 0.0)]",14.183334,33.133334
45072,BARENTS SEA./RUSSIA./DNC 22.,NO CHART,"SURVEY OPERATIONS 27 JUL UNTIL FURTHER NOTICE BY M/V AHTS ONYX IN AREA BOUND BY 69-18-50N 056-55-35E, 69-24-12N 057-13-22E, 69-12-50N 057-40-42E, 69-07-30N 057-23-02E. ONE MILE BERTH REQUESTED.//",NAVAREA XX,2018-07-25 00:00:00,2018-09-18,2018-09-18,2018-09-18,GeometryCollection,"[(56.926389, 69.313889, 0.0), (57.222778, 69.403334, 0.0), (57.678334, 69.213889, 0.0), (57.383889, 69.125, 0.0), (56.926389, 69.313889, 0.0), (56.926389, 69.313889, 0.0), (57.302361, 69.264167, 0.0)]",57.26648376152761,69.26886579548821
46237,EASTERN NORTH PACIFIC./COLOMBIA.,22040.,DEPTHS REPORTED: A. 2.4 METERS IN 06-18-54N 077-28-37W. B. 0.3 METERS IN 06-18-59N 077-28-40W. C. 2.8 METERS IN 06-19-30N 077-28-40W. D. 19.8 METERS IN 06-19-46N 077-28-38W. E. 17.2 METERS IN 06-19-41N 077-28-38W. F. 5.9 METERS IN 06-18-34N 077-28-41W. G. 8.3 METERS IN 06-18-53N 077-28-41W. H. 0.6 METERS IN 06-18-07N 077-28-37W. I. 2.8 METERS IN 06-22-07N 077-24-42W. J. 4.8 METERS IN 06-22-24N 077-24-51W.//,COLOMBIA,2017-06-16 00:00:00,2018-09-19,2018-09-19,2018-09-19,Point,"[(-77.477778, 6.316389, 0.0)]",-77.477778,6.316389
11717,CORAL SEA./DNC 05.,74002.,SAUMAREZ REEF LIGHT 21-39.6S 153-46.0E  RANGE INCREASED TO 18 MILES.//,AUSCOAST,2016-12-06 00:00:00,2018-07-03,2018-07-03,2018-07-03,Point,"[(153.766667, -21.66, 0.0)]",153.766667,-21.66
11497,NORTH SEA./SHETLAND ISLANDS./DNC 20.,"35063,",1. DEPTHS REPORTED:    A. 5.3 METERS IN 60-13.19N 001-11.47W.    B. 5.7 METERS IN 60-13.54N 001-10.65W.    C. 6.6 METERS IN 60-13.74N 001-10.38W.    D. 17.5 METERS IN 60-13.74N 001-09.19W.    E. 17.4 METERS IN 60-13.80N 001-10.26W.    F. 8.3 METERS IN 60-15.05N 001-04.82W.    G. 4.1 METERS IN 60-15.16N 001-07.85W.    H. 25.7 METERS IN 60-23.54N 000-49.80W.    I. 8.2 METERS IN 60-23.81N 000-47.74W.    J. 10.0 METERS IN 60-23.90N 000-48.94W.    K. 2.9 METERS IN 60-24.00N 000-47.34W.    L. 2.5 METERS IN 60-24.48N 000-47.87W.    M. 24.9 METERS IN 60-28.61N 001-04.52W.    N. 15.5 METERS IN 60-28.74N 001-04.51W. 2. CANCEL HYDROLANT 1243/17.//,WZ,2017-05-31 00:00:00,2018-07-03,2018-07-03,2018-07-03,Point,"[(-1.080334, 60.250834, 0.0)]",-1.080334,60.250834
8692,"CANADA./DNC 27, DNC 28.",NO CHART,"1. RADIOFACSIMILE FREQUENCIES 3253 KHZ, 4292 KHZ,     7710 KHZ AND 8456 KHZ DISCONTINUED AT MCTS    IQALUIT:    A. CENTER (63-43.8N 068-32.7W).    B. REMOTE STATION RESOLUTE (74-45.0N 094-58.0W).    C. REMOTE STATION INUVIK (68-19.0N 133-35.0W). 2. CANCEL HYDROARC 111/18.//",NAVAREA XVIII UPDATE,2018-06-08 00:00:00,2018-06-27,2018-06-27,2018-06-27,Point,"[(-94.966667, 74.75, 0.0)]",-94.966667,74.75
6187,BISMARCK SEA. /PAPUA NEW GUINEA. /DNC 05. ,NO CHART,"THREE PERSONS OVERBOARD FROM VESSEL IN VICINITY  BETWEEN CAPE GOURDON (04-23.07S 145-19.60E)  AND SARANG HARBOUR (04-46.23S 145-41.61E).  VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO MRCC PORT MORESBY,  PHONE: 675 735 17017, 675 305 4631,  FAX:  675 321 0484, E-MAIL: PNGMRCC@NMSA.GOV.//",JRCC AUSTRALIA,2018-06-13 00:00:00,2018-06-21,2018-06-21,2018-06-21,GeometryCollection,"[(145.326667, -4.3845, 0.0), (145.6935, -4.7705, 0.0), (145.326667, -4.3845, 0.0)]",145.5100835,-4.577500000000001
8125,EASTERN MEDITERRANEAN SEA.,NO CHART,"LIBYA. DNC 08, DNC 09. VESSEL, 104 PERSONS ON BOARD, IN NEED OF ASSISTANCE IN 33-24N 011-59E. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE. REPORTS TO MRCC ROME, INMARSAT-C: 424744220, PHONE: 3906 5908 4527, 3906 5908 4409, FAX: 390 6592 2737, 3906 5908 4793, E-MAIL: ITMRCC@MIT.GOV.IT.//",MRCC ROME,2018-06-09 00:00:00,2018-06-26,2018-06-26,2018-06-26,Point,"[(11.983334, 33.4, 0.0)]",11.983334,33.4
52521,EASTERN CARIBBEAN SEA./ANGUILLA.,25600.,"DANGEROUS SUBMERGED ROCKS IN: A. 18-16.5N 063-08.2W, LEAST DEPTH 6.9 METERS. B. 18-16.3N 062-59.6W, LEAST DEPTH 9.8 METERS. C. 18-14.9N 063-04.4W, LEAST DEPTH 6.3 METERS. D. 18-15.3N 063-04.1W, LEAST DEPTH 7.8 METERS. E. 18-15.4N 063-03.9W, LEAST DEPTH 11.5 METERS.//",UKHO,2017-02-15 00:00:00,2018-10-03,2018-10-03,2018-10-03,Point,"[(-63.068334, 18.255, 0.0)]",-63.068334,18.255
13723,EASTERN MEDITERRANEAN SEA.,NO CHART,"EGYPT. DNC 09, DNC 10. 1. SURVEY OPERATIONS IN PROGRESS UNTIL 10 NOV     BY M/V SANCO ATLANTIC TOWING 12000 METER LONG     CABLES IN AREA BOUND BY    33-15.88N 026-04.55E, 31-41.36N 025-24.55E,    31-35.62N 030-02.81E, 33-26.14N 029-15.91E.    NINE MILE BERTH REQUESTED. 2. CANCEL THIS MSG 11 NOV 18.//",NAVAREA III,2018-06-29 00:00:00,2018-07-09,2018-11-11,2018-07-09,GeometryCollection,"[(26.075834, 33.264667, 0.0), (25.409167, 31.689334, 0.0), (30.046834, 31.593667, 0.0), (29.265167, 33.435667, 0.0), (26.075834, 33.264667, 0.0), (26.075834, 33.264667, 0.0), (27.728, 32.514667, 0.0)]",27.636599678525297,32.457338821227616
42046,SOUTH CHINA SEA. /VIETNAM. /DNC 23.,NO CHART,"1. SURVEY OPERATIONS IN PROGRESS UNTIL 31 OCT     BY M/V FUGRO VOYAGER IN AREA BOUND BY     15-29.82N 108-40.36E, 15-38.67N 108-59.55E,    15-43.54N 109-17.77E, 15-52.00N 109-14.97E,    15-57.07N 109-31.34E, 15-27.43N 109-41.09E,    15-25.30N 109-42.83E, 15-22.37N 109-24.75E,     15-34.78N 109-20.66E, 15-32.09N 109-01.40E.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 01 NOV 18.//",HAIPHONG RADIO,2018-09-04 00:00:00,2018-09-06,2018-11-01,2018-09-06,GeometryCollection,"[(108.672667, 15.497, 0.0), (108.9925, 15.6445, 0.0), (109.296167, 15.725667, 0.0), (109.2495, 15.866667, 0.0), (109.522334, 15.951167, 0.0), (109.684834, 15.457167, 0.0), (109.713834, 15.421667, 0.0), (109.4125, 15.372834, 0.0), (109.344334, 15.579667, 0.0), (109.023334, 15.534834, 0.0), (108.672667, 15.497, 0.0), (108.672667, 15.497, 0.0), (109.19325, 15.662, 0.0)]",109.20711435859593,15.610863153178219
44839,WESTERN CARIBBEAN SEA./PANAMA.,26060.,SEA FARMS ESTABLISGED IN AREAS BETWEEN: A.  09-42.62N 09-41.00N AND 079-26.24W 079-25.70W. B.  09-42.62N 09-41.00N AND 079-23.54W 079-23.00W. C.  09-42.62N 09-41.00N AND 079-20.84W 079-20.30W. THREE MILE BERTH REQUESTED.//,PANAMA MARITIME,2017-09-19 00:00:00,2018-09-14,2018-09-14,2018-09-14,GeometryCollection,"[(-79.428334, 9.710334, 0.0), (-79.437334, 9.710334, 0.0), (-79.437334, 9.683334, 0.0), (-79.428334, 9.683334, 0.0), (-79.428334, 9.710334, 0.0), (-79.428334, 9.710334, 0.0), (-79.432834, 9.696834, 0.0)]",-79.43246269107412,9.697947926777633
44913,WESTERN NORTH ATLANTIC./GUYANA.,NO CHART,"1. SURVEY OPERATIONS IN PROGRESS UNTIL 31 SEP BY    M/V FUGRO DISCOVERY AND M/V EXPERT SURVEYOR    IN AREA BOUND BY    07-05.37N 057-54.10W, 07-05.30N 057-55.21W,    07-08.06N 057-55.08W, 07-08.05N 057-53.97W.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 01 OCT 18.//",GUYANA,2018-08-10 00:00:00,2018-09-14,2018-10-01,2018-09-14,GeometryCollection,"[(-57.901667, 7.0895, 0.0), (-57.920167, 7.088334, 0.0), (-57.918, 7.134334, 0.0), (-57.8995, 7.134167, 0.0), (-57.901667, 7.0895, 0.0), (-57.901667, 7.0895, 0.0), (-57.909833, 7.111334, 0.0)]",-57.90928535148909,7.109853613549117
20057,EASTERN NORTH PACIFIC.,NO CHART,"NICARAGUA. 1. SURVEY OPERATIONS 26 JUN THRU 22 AUG BY    M/V POLARCUS ASIMA TOWING 12 FOUR MILE LONG     CABLES, M/V MARA VERDE AND M/V SEA TROUT    IN AREA BOUND BY    12-59.0N 087-49.0W, 11-08.0N 086-04.0W,    10-49.0N 086-52.0W, 12-21.0N 088-25.0W.    SIX MILE BERTH REQUESTED. 2. CANCEL THIS MSG 23 AUG 18.//",POLARCUS ASIMA,2018-06-25 00:00:00,2018-06-26,2018-08-23,2018-07-19,GeometryCollection,"[(-87.816667, 12.983334, 0.0), (-86.066667, 11.133334, 0.0), (-86.866667, 10.816667, 0.0), (-88.416667, 12.35, 0.0), (-87.816667, 12.983334, 0.0), (-87.816667, 12.983334, 0.0), (-87.241667, 11.9, 0.0)]",-87.31417580338638,11.932541338856309
32456,BARENTS SEA./RUSSIA./DNC 22.,NO CHART,"1. CABLE OPERATIONS 31 JUL THRU 30 SEP BY     CABLESHIP NORTHERN WAVE IN AREA BOUND BY    69-12.9N 035-08.0E, 69-18.0N 035-03.0E,    69-24.3N 039-31.3E, 69-11.3N 039-32.7E,    69-00.7N 036-33.8E, 69-12.9N 035-08.0E.    ONE MILE BERTH REQUESTED. 2. CANCEL HYDROARC 139/18. 3. CANCEL THIS MSG 01 OCT 18.//",NAVAREA XX,2018-07-29 00:00:00,2018-07-31,2018-10-01,2018-08-16,GeometryCollection,"[(35.133334, 69.215, 0.0), (35.05, 69.3, 0.0), (39.521667, 69.405, 0.0), (39.545, 69.188334, 0.0), (36.563334, 69.011667, 0.0), (35.133334, 69.215, 0.0), (35.133334, 69.215, 0.0), (37.2975, 69.208333, 0.0)]",37.12193164200293,69.22730377052639
17895,EAST SIBERIAN SEA. /RUSSIA. /DNC 27. ,41000.,DEPTHS REPORTED: A. 4.2 METERS IN 69-41-30N 162-21-46E. B. 4.0 METERS IN 69-40-08N 162-19-50E. C. 4.0 METERS IN 69-40-03N 162-19-18E. D. 2.8 METERS IN 69-39-56N 162-18-45E. E. 4.0 METERS IN 69-39-51N 162-18-53E. F. 2.7 METERS IN 69-39-43N 162-18-27E. G. 4.2 METERS IN 69-39-41N 162-18-42E. H. 3.7 METERS IN 69-39-33N 162-18-25E. I. 3.7 METERS IN 69-39-17N 162-17-57E. J. 3.6 METERS IN 69-39-06N 162-17-29E. K. 3.5 METERS IN 69-39-00N 162-17-09E.//,RUSSIA COASTAL WARNING EAST,2018-07-06 00:00:00,2018-07-17,2018-07-17,2018-07-17,Point,"[(162.3125, 69.665556, 0.0)]",162.3125,69.665556
46991,EAST SIBERIAN SEA. /RUSSIA. /DNC 27. ,41000.,DEPTHS REPORTED: A. 4.2 METERS IN 69-41-30N 162-21-46E. B. 4.0 METERS IN 69-40-08N 162-19-50E. C. 4.0 METERS IN 69-40-03N 162-19-18E. D. 2.8 METERS IN 69-39-56N 162-18-45E. E. 4.0 METERS IN 69-39-51N 162-18-53E. F. 2.7 METERS IN 69-39-43N 162-18-27E. G. 4.2 METERS IN 69-39-41N 162-18-42E. H. 3.7 METERS IN 69-39-33N 162-18-25E. I. 3.7 METERS IN 69-39-17N 162-17-57E. J. 3.6 METERS IN 69-39-06N 162-17-29E. K. 3.5 METERS IN 69-39-00N 162-17-09E.//,RUSSIA COASTAL WARNING EAST,2018-07-06 00:00:00,2018-09-21,2018-09-21,2018-09-21,Point,"[(162.291389, 69.651667, 0.0)]",162.291389,69.651667
21007,WESTERN NORTH ATLANTIC./DNC 08.,NO CHART,1. CABLE OPERATIONS BY M/V REBECCA:    A. 10 THRU 16 JUL ALONG TRACKLINE BETWEEN       47-23.09N 033-42.67W AND 46-38.73N 036-22.51W.    B. 17 THRU 27 JUL ALONG TRACKLINE BETWEEN       46-31.55N 036-56.20W AND 45-12.91N 041-19.09W.    C. 28 JUL THRU 07 AUG ALONG TRACKLINE BETWEEN       44-57.17N 041-50.81W AND 43-13.03N 044-49.33W.    D. 08 THRU 22 AUG ALONG TRACKLINE BETWEEN       42-59.02N 045-34.48W AND 41-10.79N 050-39.87W.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 23 AUG 18.//,M/V REBECCA,2018-07-06 00:00:00,2018-07-23,2018-08-23,2018-07-23,GeometryCollection,"[(-33.711167, 47.384834, 0.0), (-36.375167, 46.6455, 0.0), (-33.711167, 47.384834, 0.0)]",-35.043167,47.015167
44775,WESTERN NORTH PACIFIC./DNC 12.,NO CHART,"1. GUNNERY AND ROCKET OPERATIONS 172100Z TO    180930Z SEP, ALTERNATE 182100Z TO 190930Z    IN AREA WITHIN 25 MILES    OF 31-14-14N 144-26-48E. 2. CANCEL THIS MSG 191030Z SEP 18.//",NAVAREA XI,2018-09-13 00:00:00,2018-09-14,2018-09-19,2018-09-14,GeometryCollection,"[(144.446667, 31.653881, 0.0), (144.541481, 31.645893, 0.0), (144.632652, 31.622231, 0.0), (144.716675, 31.583793, 0.0), (144.790323, 31.532038, 0.0), (144.850763, 31.468937, 0.0), (144.895675, 31.396892, 0.0), (144.923331, 31.318655, 0.0), (144.932669, 31.237223, 0.0), (144.923331, 31.155719, 0.0), (144.895675, 31.07728, 0.0), (144.850763, 31.004933, 0.0), (144.790323, 30.941475, 0.0), (144.716675, 30.889364, 0.0), (144.632652, 30.850623, 0.0), (144.541481, 30.826759, 0.0), (144.446667, 30.8187, 0.0), (144.351853, 30.826759, 0.0), (144.260682, 30.850623, 0.0), (144.176659, 30.889364, 0.0), (144.103011, 30.941475, 0.0), (144.042571, 31.004933, 0.0), (143.997659, 31.07728, 0.0), (143.970003, 31.155719, 0.0), (143.960665, 31.237223, 0.0), (143.970003, 31.318655, 0.0), (143.997659, 31.396892, 0.0), (144.042571, 31.468937, 0.0), (144.103011, 31.532038, 0.0), (144.176659, 31.583793, 0.0), (144.260682, 31.622231, 0.0), (144.351853, 31.645893, 0.0), (144.446667, 31.653881, 0.0), (144.446667, 31.653881, 0.0), (144.446667, 31.23629, 0.0)]",144.44666700000008,31.263290274046284
52831,WESTERN NORTH ATLANTIC. /BRAZIL-NORTH COAST. /DNC 01. ,24320.,1. PONTA DO CEU LIGHT 00-45.6N 050-07.0W     UNLIT UNTIL 20 NOV. 2. CANCEL THIS MSG 21 NOV 18.//,NAVAREA V COASTAL I,2018-05-25 00:00:00,2018-10-04,2018-11-21,2018-10-04,Point,"[(-50.116667, 0.76, 0.0)]",-50.116667,0.76
49872,BAY OF BENGAL./BANGLADESH./DNC 03.,NO CHART,"1. HAZARDOUS OPERATIONS 2200Z TO 1700Z COMMENCING    DAILY 31 AUG THRU 29 SEP IN AREAS BOUND BY:    A. 21-20.83N 090-34.00E, 21-41.00N 091-14.00E,       21-20.83N 091-28.00E, 21-00.00N 090-47.83E.    B. 20-46.00N 090-00.00E, 20-58.00N 090-17.00E,       20-40.00N 090-38.00E, 20-28.00N 090-22.00E.    C. 20-07.00N 090-52.00E, 20-22.00N 091-06.00E,       20-00.00N 091-36.00E, 19-44.00N 091-21.00E.    D. 20-22.00N 091-06.00E, 20-46.50N 091-31.00E,       20-24.00N 091-59.00E, 20-00.00N 091-36.00E.    E. 21-18.00N 089-31.00E, 21-18.00N 089-50.00E,       21-04.00N 089-54.00E, 21-04.00N 089-34.00E.    F. 20-58.00N 089-34.00E, 20-58.00N 089-54.00E,       20-34.00N 089-54.00E, 20-34.00N 089-34.00E. 2. CANCEL THIS MSG 301800Z SEP 18.//",NAVAREA VIII,2018-08-28 00:00:00,2018-08-31,2018-09-30,2018-09-27,GeometryCollection,"[(89.516667, 21.3, 0.0), (89.833334, 21.3, 0.0), (89.9, 21.066667, 0.0), (89.566667, 21.066667, 0.0), (89.516667, 21.3, 0.0), (89.516667, 21.3, 0.0), (89.708333, 21.183333, 0.0)]",89.68983780667035,21.191554075343053
26713,BAY OF BISCAY./FRANCE./DNC 08.,NO CHART,"12 METER VESSEL MAWI, DISABLED AND  ADRIFT DUE TO ENGINE FAILURE IN 46-12.85N 002-53.39W. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO MRCC ETEL, TELEX: 42950519, PHONE: 332 9755 3535, FAX: 332 9755 4934,  E-MAIL: ETEL@MRCCFR.EU.//",MRCC ETEL,2018-07-23 00:00:00,2018-08-03,2018-08-03,2018-08-03,Point,"[(-2.889834, 46.214167, 0.0)]",-2.889834,46.214167
27168,BERING STRAIT.,16220.,"SCIENTIFIC MOORINGS ESTABLISHED: A. NB-17T, IN 65-03.88N 169-38.05W,    AT DEPTH 52 METERS, TOP FLOAT 27 METERS. B. BS-17T, IN 66-16.08N 168-54.10W,    AT DEPTH 57 METERS, TOP FLOAT 32 METERS.//",MAKOTO SAMPEI,2017-07-19 00:00:00,2018-08-03,2018-08-03,2018-08-03,Point,"[(-169.634167, 65.064667, 0.0)]",-169.634167,65.064667
